date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:36	42770/42770	---M--	200	added ('OK')	application/javascript	etag:%22a712-554a156ce7fbc%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/js/owl.carousel.min.js?ver=1.3.1	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/js/owl.carousel.mine7f0.js	(from http://localhost/tigress/)
14:50:36	1018/1018	---M--	200	added ('OK')	image/png	etag:%223fa-55132f50c6c40%22	http://localhost/tigress/wp-content/plugins/instagram-feed/img/loader.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/instagram-feed/img/loader.png	(from http://localhost/tigress/wp-content/plugins/instagram-feed/css/sb-instagram.min.css?ver=1.4.9)
14:50:37	3232/3232	---M--	200	added ('OK')	image/png	etag:%22ca0-55132f50c6c40%22	http://localhost/tigress/wp-content/plugins/instagram-feed/img/small-logo.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/instagram-feed/img/small-logo.png	(from http://localhost/tigress/wp-content/plugins/instagram-feed/css/sb-instagram.min.css?ver=1.4.9)
14:50:38	22449/22449	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b1-5511a4c244c00%22	http://localhost/tigress/wp-includes/fonts/dashicons.eot	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-includes/fonts/dashicons.eot	(from http://localhost/tigress/wp-includes/css/dashicons.min.css?ver=4.7.5)
14:50:38	68716/68716	---M--	200	added ('OK')	application/javascript	etag:%2210c6c-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/swiper.jquery.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/swiper.jquery.min66f2.js	(from http://localhost/tigress/)
14:50:38	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont5b62.html	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
14:50:50	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.eot?v=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont5b62.eot	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
14:50:51	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.eot?	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfontd41d.eot	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
14:50:53	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.svg?v=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont5b62.svg	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
14:50:54	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.woff?v=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont5b62.woff	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
14:50:59	373670/373670	---M--	200	added ('OK')	image/jpeg	etag:%225b3a6-554b5df13bcf5%22	http://localhost/tigress/wp-content/uploads/2017/06/for-career-services.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/for-career-services.jpg	(from http://localhost/tigress/)
14:51:00	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-554a156ce2b86%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.video.play.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.video.play.png	(from http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.carousel.css?ver=4.7.5)
14:51:03	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	etag:%22254dc-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/fonts/fontawesome-webfont5b62.ttf	(from http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5)
